ACADEMIE;N°Département;DEPARTEMENT;COMMUNE;UAI tête de réseau;NUMERO;NOM DE L'ETABLISSEMENT;TYPE_DETABLISSEMENT;EP;circonscription ;contact collège ou circonscription 
DIJON;58;NIEVRE;CHATEAU-CHINON (VILLE);0580005R;0580697T;GEORGE SAND;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;DOMMARTIN;0580005R;0580121S;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;ARLEUF;0580005R;0580090H;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;MONTIGNY-EN-MORVAN;0580005R;0580941H;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;CHATEAU-CHINON (VILLE);0580005R;0580359A;;ECOLE MATERNELLE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;DUN-SUR-GRANDRY;0580005R;0580123U;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;CORBIGNY;0580012Y;0580012Y;NOEL BERRIER;COLLEGE;REP;;ce.0580012Y@ac-dijon.fr
DIJON;58;NIEVRE;MONTREUILLON;0580012Y;0580153B;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;PAZY;0580012Y;0580279N;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;SARDY-LES-EPIRY;0580012Y;0580286W;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;CERVON;0580012Y;0580644K;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;CORBIGNY;0580012Y;0580229J;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;EPIRY;0580012Y;0580244A;;ECOLE MATERNELLE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;GUIPY;0580012Y;0580939F;;ECOLE MATERNELLE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;SAINT-REVERIEN;0580012Y;0580296G;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHATEAU-CHINON NIVERNAIS-MORVAN;ce.0580059Z@ac-dijon.fr
DIJON;58;NIEVRE;COSNE-COURS-SUR-LOIRE;0580669M;0580669M;CLAUDE TILLIER;COLLEGE;REP;;ce.0580669M@ac-dijon.fr
DIJON;58;NIEVRE;COSNE-COURS-SUR-LOIRE;0580669M;0580784M;FRANC NOHAIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CLAMECY-VAL DE LOIRE;ce.0580060A@ac-dijon.fr
DIJON;58;NIEVRE;COSNE-COURS-SUR-LOIRE;0580669M;0580616E;PIERRE ET MARIE CURIE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CLAMECY-VAL DE LOIRE;ce.0580060A@ac-dijon.fr
DIJON;58;NIEVRE;NEVERS;0580542Z;0580542Z;LES LOGES;COLLEGE;REP;;ce.0580542Z@ac-dijon.fr
DIJON;58;NIEVRE;NEVERS;0580542Z;0580579P;ALBERT CAMUS GROUPE B;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN NEVERS 2;ce.0580086D@ac-dijon.fr
DIJON;58;NIEVRE;NEVERS;0580599L;0580599L;ADAM BILLAUT;COLLEGE;REP;;ce.0580599L@ac-dijon.fr
DIJON;58;NIEVRE;NEVERS;0580599L;0580785N;BLAISE PASCAL;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN IEN NEVERS 3 PRE-ELEMENTAIRE;ce.0580980A@ac-dijon.fr
DIJON;58;NIEVRE;NEVERS;0580599L;0580930W;GEORGES GUYNEMER;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN IEN NEVERS 3 PRE-ELEMENTAIRE;ce.0580980A@ac-dijon.fr
DIJON;58;NIEVRE;NEVERS;0580682B;0580682B;LES COURLIS;COLLEGE;REP;;ce.0580682B@ac-dijon.fr
DIJON;58;NIEVRE;NEVERS;0580682B;0580606U;PIERRE BROSSOLETTE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN NEVERS 1;ce.0580550H@ac-dijon.fr
DIJON;58;NIEVRE;NEVERS;0580682B;0580698U;LUCIE AUBRAC;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN NEVERS 1;ce.0580550H@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;AUTUN;0711294W;0711294W;DU VALLON;COLLEGE;REP;;ce.0711294W@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;AUTUN;0711294W;0711825Y;VICTOR HUGO;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN AUTUN;ce.0710092P@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;CHALON-SUR-SAONE;0711348E;0711348E;JEAN VILAR;COLLEGE;REP;;ce.0711348E@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;CHALON-SUR-SAONE;0711348E;0711058P;FONTAINE AU LOUP;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHALON SUR SAONE II;ce.0710094S@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;CHALON-SUR-SAONE;0711348E;0711328H;MAURICE CORTOT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHALON SUR SAONE II;ce.0710094S@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;CHALON-SUR-SAONE;0710536X;0710536X;JACQUES PREVERT;COLLEGE;REP;;ce.0710536X@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;CHALON-SUR-SAONE;0710536X;0711765H;CHAGALL-PICASSO;ECOLE MATERNELLE;REP;IEN CHALON SUR SAONE II;ce.0710094S@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;DIGOIN;0711136Z;0711136Z;ROGER SEMET;COLLEGE;REP;;ce.0711136Z@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;DIGOIN;0711136Z;0711465G;LE LAUNAY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHAROLLES;ce.0710095T@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;DIGOIN;0711136Z;0711687Y;PIERRE ET MARIE CURIE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHAROLLES;ce.0710095T@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;DIGOIN;0711136Z;0711813K;LAFLEUR BARTOLI;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN CHAROLLES;ce.0710095T@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;DIGOIN;0711136Z;0710183N;LA BRIERETTE;ECOLE MATERNELLE;REP;IEN CHAROLLES;ce.0710095T@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;DIGOIN;0711136Z;0711874B;CENTRE;ECOLE MATERNELLE;REP;IEN CHAROLLES;ce.0710095T@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;MACON;0710534V;0710534V;ROBERT SCHUMAN;COLLEGE;REP;;ce.0710534V@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;MACON;0710534V;0711309M;JULES FERRY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN MACON SUD;ce.0711658S@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;MACON;0710534V;0711409W;JEAN ZAY;ECOLE MATERNELLE;REP;IEN MACON SUD;ce.0711658S@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;MONTCEAU-LES-MINES;0710056A;0710056A;JEAN MOULIN;COLLEGE;REP;;ce.0710056A@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;MONTCEAU-LES-MINES;0710056A;0711242P;JACQUES PREVERT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN MONTCEAU LES MINES;ce.0710099X@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;MONTCEAU-LES-MINES;0710056A;0711236H;ROSA BONHEUR;ECOLE MATERNELLE;REP;IEN MONTCEAU LES MINES;ce.0710099X@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;MONTCENIS;0711323C;0711323C;LES EPONTOTS;COLLEGE;REP;;ce.0711323C@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;LE CREUSOT;0711323C;0710735N;LA PEPINIERE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN LE CREUSOT;ce.0711707V@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;TORCY;0711323C;0711574A;CHAMP BATARD;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN LE CREUSOT;ce.0711707V@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;TORCY;0711323C;0711880H;CHAMP CORDET;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN LE CREUSOT;ce.0711707V@ac-dijon.fr
DIJON;71;SAONE-ET-LOIRE;LE CREUSOT;0711323C;0711401M;LE TENNIS;ECOLE MATERNELLE;REP;IEN LE CREUSOT;ce.0711707V@ac-dijon.fr
DIJON;89;YONNE;AUXERRE;0890094U;;;ECOLE ISOLEE;REP;;
DIJON;89;YONNE;AUXERRE;0890094U;0890094U;RENOIR;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN AUXERRE I;ce.0890058E@ac-dijon.fr
DIJON;89;YONNE;AUXERRE;0890094U;0890860B;COURBET;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN AUXERRE I;ce.0890058E@ac-dijon.fr
DIJON;89;YONNE;AUXERRE;0890094U;0890095V;RENOIR;ECOLE MATERNELLE;REP;IEN AUXERRE I;ce.0890058E@ac-dijon.fr
DIJON;89;YONNE;AUXERRE;0890094U;0890847M;COURBET;ECOLE MATERNELLE;REP;IEN AUXERRE I;ce.0890058E@ac-dijon.fr
DIJON;89;YONNE;JOIGNY;0890937K;0890937K;MARIE-NOEL;COLLEGE;REP;;ce.0890937K@ac-dijon.fr
DIJON;89;YONNE;JOIGNY;0890937K;0890611F;ALBERT GARNIER;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;JOIGNY;0890937K;0890613H;MARCEL AYME;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;JOIGNY;0890937K;0890896R;SAINT EXUPERY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;JOIGNY;0890937K;0890614J;DE LA MADELEINE;ECOLE MATERNELLE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;JOIGNY;0890937K;0890615K;DE SAINT ANDRE;ECOLE MATERNELLE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;MIGENNES;0890017K;0890017K;PAUL FOURREY;COLLEGE;REP;;ce.0890017K@ac-dijon.fr
DIJON;89;YONNE;MIGENNES;0890017K;0890625W;PAUL VERLAINE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;MIGENNES;0890017K;0890626X;GERARD PHILIPE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;CHENY;0890017K;0890663M;MARIE CURIE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;MIGENNES;0890017K;0890627Y;PAUL BERT;ECOLE MATERNELLE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;MIGENNES;0890017K;0890628Z;ANNE FRANK;ECOLE MATERNELLE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;CHENY;0890017K;0890988R;MARIE CURIE;ECOLE MATERNELLE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;MIGENNES;0890977D;0890977D;JACQUES PREVERT;COLLEGE;REP;;ce.0890977D@ac-dijon.fr
DIJON;89;YONNE;MIGENNES;0890977D;0891050H;MARCEL PAGNOL;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;SAINT-FLORENTIN;0890024T;0890024T;MARCEL AYME;COLLEGE;REP;;ce.0890024T@ac-dijon.fr
DIJON;89;YONNE;NEUVY-SAUTOUR;0890024T;0890482R;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;VENIZY;0890024T;0890556W;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;SAINT-FLORENTIN;0890024T;0890655D;JEAN PEZENNEC;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;VERGIGNY;0890024T;0890658G;;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;SAINT-FLORENTIN;0890024T;0890899U;POMMIER JANSON;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;SAINT-FLORENTIN;0890024T;0891083U;ANNE FRANK;ECOLE MATERNELLE;REP;IEN JOIGNY - CENTRE YONNE;ce.0891299D@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0890790A;CHAMPS PLAISANTS;COLLEGE;REP;;ce.0890790A@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0890253S;LES CHAMPS D'ALOUP;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SENS I;ce.0890061H@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0890844J;GROUPE PAUL BERT;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SENS I;ce.0890061H@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0891019Z;PIERRE LAROUSSE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SENS I;ce.0890061H@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0891247X;ARISTIDE BRIAND;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SENS I;ce.0890061H@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0891269W;JULES FERRY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SENS I;ce.0890061H@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0890255U;DES ARENES;ECOLE MATERNELLE;REP;IEN SENS I;ce.0890061H@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0890287D;LES CHAILLOTS;ECOLE MATERNELLE;REP;IEN SENS I;ce.0890061H@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0890827R;DES BEAUMONTS;ECOLE MATERNELLE;REP;IEN SENS I;ce.0890061H@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0890848N;PAUL BERT;ECOLE MATERNELLE;REP;IEN SENS I;ce.0890061H@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0890982J;PIERRE LAROUSSE;ECOLE MATERNELLE;REP;IEN SENS I;ce.0890061H@ac-dijon.fr
DIJON;89;YONNE;SENS;0890790A;0891040X;MARIE NOEL;ECOLE MATERNELLE;REP;IEN SENS I;ce.0890061H@ac-dijon.fr
DIJON;89;YONNE;TONNERRE;0890980G;0890980G;ABEL MINARD;COLLEGE;REP;;ce.0890980G@ac-dijon.fr
DIJON;89;YONNE;TONNERRE;0890980G;0890195D;DES PRES-HAUTS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN AVALLON;ce.0890060G@ac-dijon.fr
DIJON;89;YONNE;TONNERRE;0890980G;0890974A;LES LICES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN AVALLON;ce.0890060G@ac-dijon.fr
GRENOBLE;7;ARDECHE;ANNONAY;0071156U;0071156U;LES PERRIERES;COLLEGE;REP;;ce.0071156U@ac-grenoble.fr
GRENOBLE;7;ARDECHE;ANNONAY;0071156U;0070293F;JEAN MOULIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ANNONAY;ce.0070052U@ac-grenoble.fr
GRENOBLE;7;ARDECHE;ANNONAY;0071156U;0070294G;RIPAILLE;ECOLE MATERNELLE;REP;IEN ANNONAY;ce.0070052U@ac-grenoble.fr
GRENOBLE;7;ARDECHE;ANNONAY;0071156U;0070296J;MALLEVAL;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ANNONAY;ce.0070052U@ac-grenoble.fr
GRENOBLE;7;ARDECHE;ANNONAY;0071156U;0071162A;FONT CHEVALIER;ECOLE MATERNELLE;REP;IEN ANNONAY;ce.0070052U@ac-grenoble.fr
GRENOBLE;7;ARDECHE;ANNONAY;0071156U;0071163B;FONT CHEVALIER;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ANNONAY;ce.0070052U@ac-grenoble.fr
GRENOBLE;7;ARDECHE;ANNONAY;0071156U;0071375G;CORDELIERS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ANNONAY;ce.0070052U@ac-grenoble.fr
GRENOBLE;7;ARDECHE;BOURG-SAINT-ANDEOL;0070006U;0070006U;LE LAOUL;COLLEGE;REP;;ce.0070006U@ac-grenoble.fr
GRENOBLE;7;ARDECHE;BOURG-SAINT-ANDEOL;0070006U;0070164R;NORD;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN LE TEIL;ce.0070055X@ac-grenoble.fr
GRENOBLE;7;ARDECHE;BOURG-SAINT-ANDEOL;0070006U;0070166T;NORD;ECOLE MATERNELLE;REP;IEN LE TEIL;ce.0070055X@ac-grenoble.fr
GRENOBLE;26;DROME;MONTELIMAR;0261086P;0261086P;EUROPA;COLLEGE;REP;;ce.0261086P@ac-grenoble.fr
GRENOBLE;26;DROME;MONTELIMAR;0261086P;0260864Y; PRACOMTAL;ECOLE MATERNELLE;REP;IEN MONTELIMAR;ce.0260054T@ac-grenoble.fr
GRENOBLE;26;DROME;MONTELIMAR;0261086P;0260865Z;PRACOMTAL;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN MONTELIMAR;ce.0260054T@ac-grenoble.fr
GRENOBLE;26;DROME;MONTELIMAR;0261086P;0261018R;GRANGENEUVE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN MONTELIMAR;ce.0260054T@ac-grenoble.fr
GRENOBLE;26;DROME;ROMANS-SUR-ISERE;0260850H;0260850H;ETIENNE JEAN LAPASSAT;COLLEGE;REP;;ce.0260850H@ac-grenoble.fr
GRENOBLE;26;DROME;ROMANS-SUR-ISERE;0260850H;0260246B;JULES VERNE;ECOLE MATERNELLE;REP;IEN ROMANS ISERE;ce.0261493G@ac-grenoble.fr
GRENOBLE;26;DROME;ROMANS-SUR-ISERE;0260850H;0260363D;PAUL LANGEVIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ROMANS ISERE;ce.0261493G@ac-grenoble.fr
GRENOBLE;26;DROME;ROMANS-SUR-ISERE;0260850H;0260364E;SAINT EXUPERY;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ROMANS ISERE;ce.0261493G@ac-grenoble.fr
GRENOBLE;26;DROME;ROMANS-SUR-ISERE;0260850H;0260628S;JULES NADI;ECOLE MATERNELLE;REP;IEN ROMANS ISERE;ce.0261493G@ac-grenoble.fr
GRENOBLE;26;DROME;ROMANS-SUR-ISERE;0260850H;0260630U;SAINT EXUPERY;ECOLE MATERNELLE;REP;IEN ROMANS ISERE;ce.0261493G@ac-grenoble.fr
GRENOBLE;26;DROME;ROMANS-SUR-ISERE;0260850H;0261038M;LES ARNAUDS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ROMANS ISERE;ce.0261493G@ac-grenoble.fr
GRENOBLE;26;DROME;ROMANS-SUR-ISERE;0261091V;0261091V;ALBERT TRIBOULET;COLLEGE;REP;;ce.0261091V@ac-grenoble.fr
GRENOBLE;26;DROME;ROMANS-SUR-ISERE;0261091V;0260631V;MONTCHOREL;ECOLE MATERNELLE;REP;IEN ROMANS ISERE;ce.0261493G@ac-grenoble.fr
GRENOBLE;26;DROME;ROMANS-SUR-ISERE;0261091V;0260968L;SAINT JUST;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ROMANS ISERE;ce.0261493G@ac-grenoble.fr
GRENOBLE;26;DROME;ROMANS-SUR-ISERE;0261091V;0260987G;JACQUEMART;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN ROMANS ISERE;ce.0261493G@ac-grenoble.fr
GRENOBLE;26;DROME;SAINT-RAMBERT-D'ALBON;0260029R;0260029R;FERNAND BERTHON;COLLEGE;REP;;ce.0260029R@ac-grenoble.fr
GRENOBLE;26;DROME;SAINT-RAMBERT-D'ALBON;0260029R;0261348Z;FERNAND ET AUGUSTA MARTIN;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN SAINT VALLIER;ce.0261280A@ac-grenoble.fr
GRENOBLE;26;DROME;SAINT-RAMBERT-D'ALBON;0260029R;0261374C;PIERRE TURC-PASCAL;ECOLE MATERNELLE;REP;IEN SAINT VALLIER;ce.0261280A@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260049M;0260049M;JEAN ZAY;COLLEGE;REP;;ce.0260049M@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260049M;0261212B;CELESTIN FREINET;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260049M;0261239F;CELESTIN FREINET;ECOLE MATERNELLE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260049M;0261249S;CHARLES SEIGNOBOS;ECOLE MATERNELLE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260049M;0261250T;CHARLES SEIGNOBOS;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260049M;0261282C;ALBERT BAYET;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260049M;0260657Y;ALBERT BAYET;ECOLE MATERNELLE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260117L;0260117L;PAUL VALERY;COLLEGE;REP;;ce.0260117L@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260117L;0260857R;PIERRE RIGAUD;ECOLE MATERNELLE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260117L;0261026Z;NINON VALLIN;ECOLE MATERNELLE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260117L;0261524R;MICHELET;ECOLE MATERNELLE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260117L;0261284E;PIERRE RIGAUD;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260117L;0261281B;MICHELET;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260978X;0260978X;MARCEL PAGNOL;COLLEGE;REP;;ce.0260978X@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260978X;0261119A;JULES VALLES;ECOLE MATERNELLE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260978X;0261240G;JULES VALLES;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;26;DROME;VALENCE;0260978X;0261254X;BROSSOLETTE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN VALENCE RHONE;ce.0261490D@ac-grenoble.fr
GRENOBLE;38;ISERE;BOURGOIN-JALLIEU;0382174G;0382174G;SALVADOR ALLENDE;COLLEGE;REP;;ce.0382174G@ac-grenoble.fr
GRENOBLE;38;ISERE;BOURGOIN-JALLIEU;0382174G;0381519V;L. MICHEL;ECOLE MATERNELLE;REP;IEN BOURGOIN JALLIEU 1;ce.0381621F@ac-grenoble.fr
GRENOBLE;38;ISERE;BOURGOIN-JALLIEU;0382174G;0382180N;J. ROSTAND;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BOURGOIN JALLIEU 1;ce.0381621F@ac-grenoble.fr
GRENOBLE;38;ISERE;BOURGOIN-JALLIEU;0382174G;0382591K;LINNE;ECOLE MATERNELLE;REP;IEN BOURGOIN JALLIEU 1;ce.0381621F@ac-grenoble.fr
GRENOBLE;38;ISERE;BOURGOIN-JALLIEU;0382174G;0382689S;LINNE;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BOURGOIN JALLIEU 1;ce.0381621F@ac-grenoble.fr
GRENOBLE;38;ISERE;BOURGOIN-JALLIEU;0382174G;0382817F;L. MICHEL;ECOLE ELEMENTAIRE OU PRIMAIRE;REP;IEN BOURGOIN JALLIEU 1;ce.0381621F@ac-grenoble.fr
GRENOBLE;38;ISERE;ECHIROLLES;0382044R;0382044R;PABLO PICASSO;COLLEGE;REP;;ce.0382044R@ac-grenoble.fr
GRENOBLE;38;ISERE;ECHIROLLES;0382044R;0380446D;D. CASANOVA;ECOLE MATERNELLE;REP;IEN GRENOBLE 3;ce.0381617B@ac-grenoble.fr
